Headline,Date,category
"
	            ""Fangen und vernichten"": Neuer Luftfilter tötet angeblich fast 100 Prozent der Coronaviren
	        ","
			9.07.2020 12:00 Uhr
		",gesellschaft
"
	            Wegen Umstieg auf Onlineseminare: Ausländische Studenten in den USA droht Massenabschiebung
	        ","
			9.07.2020 06:30 Uhr
		",gesellschaft
"
	            Neue Offenbarung zu Epstein: ""Coole Leute"" wussten, dass Maxwell Minderjährige für Sex lieferte
	        ","
			8.07.2020 17:55 Uhr
		",gesellschaft
"
	            ""Der ist Schei...!"" – Musk geht auf Chomsky los
	        ","
			7.07.2020 20:16 Uhr
		",gesellschaft
"
	            Filmförderung: ""Diversity Checklist"" als Merkmal der freien Kunst?
	        ","
			6.07.2020 22:15 Uhr
		",gesellschaft
"
	            Italienischer Komponist Ennio Morricone gestorben
	        ","
			6.07.2020 10:50 Uhr
		",gesellschaft
"
	            Wissenschaftler bestätigen Theorie über Schwarzes Loch als mögliche Energiequelle von Außerirdischen
	        ","
			6.07.2020 08:02 Uhr
		",gesellschaft
"
	            Kunden hatten nichts bemerkt: Russisches Designbüro erstellte Logos mithilfe Künstlicher Intelligenz
	        ","
			6.07.2020 06:00 Uhr
		",gesellschaft
"
	            USA: Frau wird nach Veröffentlichung von Drohvideo gegen Anhänger von ""All Lives Matter"" gefeuert
	        ","
			5.07.2020 14:09 Uhr
		",gesellschaft
"
	            Von Polen nach Frankreich: 2.000 Kilometer mit dem Kamel
	        ","
			4.07.2020 13:59 Uhr
		",gesellschaft
"
	            Lieber tot als ins Heim? Umstrittenes Intensivpflege-Gesetz verabschiedet (Video)
	        ","
			3.07.2020 21:30 Uhr
		",gesellschaft
"
	            Interview: Neues Mogel-Gesetz verlängert das Leid der Säue (Video)
	        ","
			3.07.2020 17:32 Uhr
		",gesellschaft
"
	            Twitter entfernt Begriffe ""blacklist"", ""master"" und ""slave"" aus Programmcode
	        ","
			3.07.2020 17:04 Uhr
		",gesellschaft
"
	            USA: ""Denkmal"" für Sexverbrecher Jeffrey Epstein in New Mexico aufgestellt - und wieder entfernt
	        ","
			3.07.2020 13:57 Uhr
		",gesellschaft
"
	            ""Reale Version von Hannibal Lecter"": ""Golden State Killer"" gesteht grausame Mordserie
	        ","
			1.07.2020 11:05 Uhr
		",gesellschaft
"
	            Immer mehr Frauen betroffen: Starke Zunahme von Genitalverstümmelungen in Deutschland (Video)
	        ","
			30.06.2020 19:00 Uhr
		",gesellschaft
"
	            ""Dramatische Folgen"": Neues Gesetz soll Schwerbehinderte in Heime zwingen
	        ","
			30.06.2020 06:45 Uhr
		",gesellschaft
"
	            Tod von Nikita Chruschtschows Sohn in den USA – Polizei spricht von Kopfschuss, Witwe widerspricht
	        ","
			29.06.2020 08:48 Uhr
		",gesellschaft
"
	            ""Der Arzt sollte kein Kleinunternehmer sein"": Interview mit Sozialmediziner Niemann – Teil 2
	        ","
			28.06.2020 17:40 Uhr
		",gesellschaft
"
	            Japanische Stadt führt Handyverbot für Fußgänger ein
	        ","
			28.06.2020 08:30 Uhr
		",gesellschaft
"
	            Russland: Frau lebt 26 Jahre lang wie Kaspar Hauser – Mutter vermutlich Anhängerin einer Sekte
	        ","
			27.06.2020 12:13 Uhr
		",gesellschaft
"
	            Rassismusvorwurf: Audi kündigt Markenbotschafterin Sobtschak – Sie will deutsches Magazin verklagen
	        ","
			26.06.2020 11:22 Uhr
		",gesellschaft
"
	            ""Die Polizei hat eindeutig ein Rassismusproblem"": Biplab Basu von Opferberatungsstelle im Interview
	        ","
			25.06.2020 18:29 Uhr
		",gesellschaft
"
	            Kater nach der Tennis-Party: Novak Đoković und weitere Spieler positiv auf Coronavirus getestet
	        ","
			23.06.2020 20:05 Uhr
		",gesellschaft
"
	            Mehr Lebensmittelallergien in Deutschland: Falsche Ernährung und Medikamente im Verdacht
	        ","
			23.06.2020 06:15 Uhr
		",gesellschaft
"
	            UN-Bericht: Die Hälfte aller Minderjährigen leidet unter Gewalt
	        ","
			22.06.2020 12:09 Uhr
		",gesellschaft
"
	            Zahl der Millionäre in 20 Jahren verdreifacht – Vermögen wird durch Corona etwas weniger wachsen
	        ","
			22.06.2020 06:30 Uhr
		",gesellschaft
"
	            Die Gesundheitspolitik der DDR im Rückblick: Interview mit Sozialmediziner Niemann – Teil 1
	        ","
			21.06.2020 17:52 Uhr
		",gesellschaft
"
	            Dänemark will 11.000 Nerze töten, um Coronavirus-Ausbruch auf einer Farm einzudämmen
	        ","
			20.06.2020 07:15 Uhr
		",gesellschaft
"
	            ""Der allergemeinste Mord"" – Bob Dylans um fast 60 Jahre verspätetes Requiem für John F. Kennedy
	        ","
			19.06.2020 16:34 Uhr
		",gesellschaft
"
	            WHO feiert Entzündungshemmer gegen COVID-19 als Durchbruch – viele Fragen bleiben aber offen
	        ","
			19.06.2020 12:26 Uhr
		",gesellschaft
"
	            Massive Corona-Kollateralschäden: Existenznot, Isolation und Angst
	        ","
			19.06.2020 06:45 Uhr
		",gesellschaft
"
	            Kosmische Hochrechnungen: Forscher gehen von über 30 Zivilisationen in unserer Galaxis aus
	        ","
			17.06.2020 06:30 Uhr
		",gesellschaft
"
	            Gestohlene Banksy-Tür aus Pariser Bataclan in Italien aufgetaucht – Diebe weiterhin auf der Flucht
	        ","
			15.06.2020 06:15 Uhr
		",gesellschaft
"
	            Wegen ""Blackfacing"": Streamingdienste streichen Sketch-Show ""Little Britain"" aus Angebot
	        ","
			14.06.2020 11:23 Uhr
		",gesellschaft
"
	            Studie: Ängstliche Menschen neigten eher zum Klopapier-Hamstern
	        ","
			12.06.2020 22:44 Uhr
		",gesellschaft
"
	            Rassismusverdacht in der Schweiz: Anonymer Twitterer vertreibt ""Mohrenköpfe"" aus den Regalen
	        ","
			12.06.2020 14:38 Uhr
		",gesellschaft
"
	            ""Afrika-Cup"" – Mainz 05 und der ""auf keinen Fall rassistische Fan""
	        ","
			10.06.2020 20:03 Uhr
		",gesellschaft
"
	            Die unendliche Geschichte: J. K. Rowling und die LGBTQI*-Gemeinde
	        ","
			10.06.2020 19:13 Uhr
		",gesellschaft
"
	            Kokain-Taxis in Berlin – RT Deutsch Spezial auf den Spuren der Drogenlieferdienste (Video)
	        ","
			6.06.2020 14:23 Uhr
		",gesellschaft
"
	            Aus Solidarität mit Protestbewegung: Lego setzt Werbekampagne für Polizeispielzeug zeitweise aus
	        ","
			6.06.2020 10:06 Uhr
		",gesellschaft
